,gender,event,medal,abb,country,type,year
1896,Men,Pentathlon 3,Bronze,FRG,Germany,Athletics,1984
1897,Men,Pentathlon 4,Gold,BEL,Belgium,Athletics,1984
1898,Men,Pentathlon 4,Silver,AUT,Austria,Athletics,1984
1899,Men,Pentathlon 4,Bronze,USA,USA,Athletics,1984
1900,Men,Pentathlon 5,Gold,FRA,France,Athletics,1984
1901,Men,Pentathlon 5,Silver,BEL,Belgium,Athletics,1984
1902,Men,Pentathlon 5,Bronze,FRG,Germany,Athletics,1984
1903,Men,Pentathlon 6,Gold,SWE,Sweden,Athletics,1984
1904,Men,Pentathlon 6,Silver,ISR,Israel,Athletics,1984
1905,Men,Pentathlon 6,Bronze,MEX,Mexico,Athletics,1984
1906,Women,20 m (Arm) C2,Gold,USA,USA,Athletics,1984
1907,Women,20 m (Arm) C2,Silver,FRG,Germany,Athletics,1984
1908,Women,20 m (Arm) C2,Bronze,GBR,UK,Athletics,1984
1909,Women,60 m A1-3,Gold,USA,USA,Athletics,1984
1910,Women,60 m A1-3,Silver,FRA,France,Athletics,1984
1911,Women,60 m A1-3,Bronze,USA,USA,Athletics,1984
1912,Women,60 m C2,Gold,CAN,Canada,Athletics,1984
1913,Women,60 m C2,Silver,USA,USA,Athletics,1984
1914,Women,60 m C2,Bronze,POR,Portugal,Athletics,1984
1915,Women,60 m C3,Gold,GBR,UK,Athletics,1984
1916,Women,60 m C3,Silver,NED,Netherlands,Athletics,1984
1917,Women,60 m C3,Bronze,USA,USA,Athletics,1984
1918,Women,60 m C6,Gold,GBR,UK,Athletics,1984
1919,Women,60 m C6,Silver,GBR,UK,Athletics,1984
1920,Women,60 m C6,Bronze,BRA,Brazil,Athletics,1984
1921,Women,100 m 1A,Gold,CAN,Canada,Athletics,1984
1922,Women,100 m 1A,Silver,BRA,Brazil,Athletics,1984
1923,Women,100 m 1A,Bronze,USA,USA,Athletics,1984
1924,Women,100 m 1B,Gold,USA,USA,Athletics,1984
1925,Women,100 m 1B,Silver,FRA,France,Athletics,1984
1926,Women,100 m 1B,Bronze,JOR,Jordan,Athletics,1984
1927,Women,100 m 1C,Gold,CAN,Canada,Athletics,1984
1928,Women,100 m 1C,Silver,MEX,Mexico,Athletics,1984
1929,Women,100 m A4,Gold,FRG,Germany,Athletics,1984
1930,Women,100 m A4,Silver,USA,USA,Athletics,1984
1931,Women,100 m A4,Bronze,CAN,Canada,Athletics,1984
1932,Women,100 m A6,Gold,FRG,Germany,Athletics,1984
1933,Women,100 m A6,Silver,GBR,UK,Athletics,1984
1934,Women,100 m A6,Bronze,FIN,Finland,Athletics,1984
1935,Women,100 m B1,Gold,ESP,Spain,Athletics,1984
1936,Women,100 m B1,Silver,USA,USA,Athletics,1984
1937,Women,100 m B1,Bronze,NED,Netherlands,Athletics,1984
1938,Women,100 m B2,Gold,POL,Poland,Athletics,1984
1939,Women,100 m B2,Silver,BRA,Brazil,Athletics,1984
1940,Women,100 m B2,Bronze,CHN,China,Athletics,1984
1941,Women,100 m B3,Gold,USA,USA,Athletics,1984
1942,Women,100 m B3,Silver,CHN,China,Athletics,1984
1943,Women,100 m B3,Bronze,MEX,Mexico,Athletics,1984
1944,Women,100 m C4,Gold,SWE,Sweden,Athletics,1984
1945,Women,100 m C4,Silver,USA,USA,Athletics,1984
1946,Women,100 m C4,Bronze,GBR,UK,Athletics,1984
1947,Women,100 m C5,Gold,USA,USA,Athletics,1984
1948,Women,100 m C5,Silver,CAN,Canada,Athletics,1984
1949,Women,100 m C5,Bronze,CAN,Canada,Athletics,1984
1950,Women,100 m C7,Gold,SUI,Switzerland,Athletics,1984
1951,Women,100 m C7,Silver,FRA,France,Athletics,1984
1952,Women,100 m C7,Bronze,IRL,Ireland,Athletics,1984
1953,Women,100 m C8,Gold,JPN,Japan,Athletics,1984
1954,Women,100 m C8,Silver,USA,USA,Athletics,1984
1955,Women,100 m L2,Gold,GBR,UK,Athletics,1984
1956,Women,100 m L2,Silver,USA,USA,Athletics,1984
1957,Women,100 m L3,Gold,USA,USA,Athletics,1984
1958,Women,100 m 2,Gold,DEN,Denmark,Athletics,1984
1959,Women,100 m 2,Silver,USA,USA,Athletics,1984
1960,Women,100 m 2,Bronze,USA,USA,Athletics,1984
1961,Women,100 m 3,Gold,CAN,Canada,Athletics,1984
1962,Women,100 m 3,Silver,NZL,New Zealand,Athletics,1984
1963,Women,100 m 3,Bronze,ITA,Italy,Athletics,1984
1964,Women,100 m 4,Gold,SWE,Sweden,Athletics,1984
1965,Women,100 m 4,Silver,ITA,Italy,Athletics,1984
1966,Women,100 m 4,Bronze,POL,Poland,Athletics,1984
1967,Women,100 m 5,Gold,FRA,France,Athletics,1984
1968,Women,100 m 5,Silver,SWE,Sweden,Athletics,1984
1969,Women,100 m 5,Bronze,MEX,Mexico,Athletics,1984
1970,Women,Queen of the Straight - 100 m 1A-6,Gold,SWE,Sweden,Athletics,1984
1971,Women,Queen of the Straight - 100 m 1A-6,Silver,FRA,France,Athletics,1984
1972,Women,Queen of the Straight - 100 m 1A-6,Bronze,DEN,Denmark,Athletics,1984
1973,Women,200 m 1A,Gold,CAN,Canada,Athletics,1984
1974,Women,200 m 1A,Silver,BRA,Brazil,Athletics,1984
1975,Women,200 m 1A,Bronze,USA,USA,Athletics,1984
1976,Women,200 m 1B,Gold,USA,USA,Athletics,1984
1977,Women,200 m 1B,Silver,FRA,France,Athletics,1984
1978,Women,200 m 1B,Bronze,JOR,Jordan,Athletics,1984
1979,Women,200 m 1C,Gold,CAN,Canada,Athletics,1984
1980,Women,200 m 1C,Silver,MEX,Mexico,Athletics,1984
1981,Women,200 m 1C,Bronze,CAN,Canada,Athletics,1984
1982,Women,200 m A1-3,Gold,USA,USA,Athletics,1984
1983,Women,200 m A1-3,Silver,FRA,France,Athletics,1984
1984,Women,200 m A1-3,Bronze,USA,USA,Athletics,1984
1985,Women,200 m C2,Gold,CAN,Canada,Athletics,1984
1986,Women,200 m C2,Silver,USA,USA,Athletics,1984
1987,Women,200 m C2,Bronze,USA,USA,Athletics,1984
1988,Women,200 m C3,Gold,NED,Netherlands,Athletics,1984
1989,Women,200 m C3,Silver,USA,USA,Athletics,1984
1990,Women,200 m C3,Bronze,CAN,Canada,Athletics,1984
1991,Women,200 m C6,Gold,BRA,Brazil,Athletics,1984
1992,Women,200 m C6,Silver,GBR,UK,Athletics,1984
1993,Women,200 m C6,Bronze,GBR,UK,Athletics,1984
1994,Women,200 m C7,Gold,FRA,France,Athletics,1984
1995,Women,200 m C7,Silver,IRL,Ireland,Athletics,1984
1996,Women,200 m C7,Bronze,FRG,Germany,Athletics,1984
1997,Women,200 m C8,Gold,GBR,UK,Athletics,1984
1998,Women,200 m C8,Silver,JPN,Japan,Athletics,1984
1999,Women,200 m 2,Gold,DEN,Denmark,Athletics,1984
2000,Women,200 m 2,Silver,MEX,Mexico,Athletics,1984
2001,Women,200 m 2,Bronze,USA,USA,Athletics,1984
2002,Women,200 m 3,Gold,NZL,New Zealand,Athletics,1984
2003,Women,200 m 3,Silver,CAN,Canada,Athletics,1984
2004,Women,200 m 3,Bronze,FRG,Germany,Athletics,1984
2005,Women,200 m 4,Gold,SWE,Sweden,Athletics,1984
2006,Women,200 m 4,Silver,DEN,Denmark,Athletics,1984
2007,Women,200 m 4,Bronze,BEL,Belgium,Athletics,1984
2008,Women,200 m 5,Gold,SWE,Sweden,Athletics,1984
2009,Women,200 m 5,Silver,CAN,Canada,Athletics,1984
2010,Women,200 m 5,Bronze,FRA,France,Athletics,1984
2011,Women,400 m 1A,Gold,CAN,Canada,Athletics,1984
2012,Women,400 m 1A,Silver,BRA,Brazil,Athletics,1984
2013,Women,400 m 1A,Bronze,USA,USA,Athletics,1984
2014,Women,400 m 1B,Gold,USA,USA,Athletics,1984
2015,Women,400 m 1B,Silver,FRA,France,Athletics,1984
2016,Women,400 m 1C,Gold,CAN,Canada,Athletics,1984
2017,Women,400 m 1C,Silver,MEX,Mexico,Athletics,1984
2018,Women,400 m 1C,Bronze,CAN,Canada,Athletics,1984
2019,Women,400 m A4,Gold,FRG,Germany,Athletics,1984
2020,Women,400 m A4,Silver,USA,USA,Athletics,1984
2021,Women,400 m A4,Bronze,CAN,Canada,Athletics,1984
2022,Women,400 m B1,Gold,ESP,Spain,Athletics,1984
2023,Women,400 m B1,Silver,YUG,Serbia,Athletics,1984
2024,Women,400 m B1,Bronze,ITA,Italy,Athletics,1984
2025,Women,400 m B2,Gold,IRL,Ireland,Athletics,1984
2026,Women,400 m B2,Silver,POL,Poland,Athletics,1984
2027,Women,400 m B2,Bronze,ITA,Italy,Athletics,1984
2028,Women,400 m B3,Gold,USA,USA,Athletics,1984
2029,Women,400 m B3,Silver,POL,Poland,Athletics,1984
2030,Women,400 m B3,Bronze,CHN,China,Athletics,1984
2031,Women,400 m C4,Gold,SWE,Sweden,Athletics,1984
2032,Women,400 m C4,Silver,USA,USA,Athletics,1984
2033,Women,400 m C4,Bronze,USA,USA,Athletics,1984
2034,Women,400 m C7,Gold,FRG,Germany,Athletics,1984
2035,Women,400 m C7,Silver,FRA,France,Athletics,1984
2036,Women,400 m C7,Bronze,FRG,Germany,Athletics,1984
2037,Women,400 m C8,Gold,GBR,UK,Athletics,1984
2038,Women,400 m C8,Silver,FRG,Germany,Athletics,1984
2039,Women,400 m C8,Bronze,JPN,Japan,Athletics,1984
2040,Women,400 m L2,Gold,GBR,UK,Athletics,1984
2041,Women,400 m L2,Silver,USA,USA,Athletics,1984
2042,Women,400 m 2,Gold,DEN,Denmark,Athletics,1984
2043,Women,400 m 2,Silver,USA,USA,Athletics,1984
2044,Women,400 m 2,Bronze,USA,USA,Athletics,1984
2045,Women,400 m 3,Gold,CAN,Canada,Athletics,1984
2046,Women,400 m 3,Silver,FRG,Germany,Athletics,1984
2047,Women,400 m 3,Bronze,MEX,Mexico,Athletics,1984
2048,Women,400 m 4,Gold,SWE,Sweden,Athletics,1984
2049,Women,400 m 4,Silver,BEL,Belgium,Athletics,1984
2050,Women,400 m 4,Bronze,DEN,Denmark,Athletics,1984
2051,Women,400 m 5,Gold,SWE,Sweden,Athletics,1984
2052,Women,400 m 5,Silver,CAN,Canada,Athletics,1984
2053,Women,400 m 5,Bronze,FRA,France,Athletics,1984
2054,Women,800 m 1A,Gold,CAN,Canada,Athletics,1984
2055,Women,800 m 1A,Silver,BRA,Brazil,Athletics,1984
2056,Women,800 m 1A,Bronze,USA,USA,Athletics,1984
2057,Women,800 m 1C,Gold,CAN,Canada,Athletics,1984
2058,Women,800 m 1C,Silver,USA,USA,Athletics,1984
2059,Women,800 m 1C,Bronze,MEX,Mexico,Athletics,1984
2060,Women,800 m A6,Gold,GBR,UK,Athletics,1984
2061,Women,800 m A6,Silver,FRA,France,Athletics,1984
2062,Women,800 m B1,Gold,USA,USA,Athletics,1984
2063,Women,800 m B1,Silver,ITA,Italy,Athletics,1984
2064,Women,800 m B1,Bronze,FRG,Germany,Athletics,1984
2065,Women,800 m B2,Gold,POL,Poland,Athletics,1984
2066,Women,800 m B2,Silver,ITA,Italy,Athletics,1984
2067,Women,800 m B2,Bronze,BRA,Brazil,Athletics,1984
2068,Women,800 m B3,Gold,USA,USA,Athletics,1984
2069,Women,800 m B3,Silver,POL,Poland,Athletics,1984
2070,Women,800 m B3,Bronze,ITA,Italy,Athletics,1984
2071,Women,800 m C4,Gold,SWE,Sweden,Athletics,1984
2072,Women,800 m C4,Silver,USA,USA,Athletics,1984
2073,Women,800 m C4,Bronze,USA,USA,Athletics,1984
2074,Women,800 m 2,Gold,DEN,Denmark,Athletics,1984
2075,Women,800 m 2,Silver,USA,USA,Athletics,1984
2076,Women,800 m 2,Bronze,USA,USA,Athletics,1984
2077,Women,800 m 3,Gold,FRG,Germany,Athletics,1984
2078,Women,800 m 3,Silver,SUI,Switzerland,Athletics,1984
2079,Women,800 m 3,Bronze,HKG,China,Athletics,1984
2080,Women,800 m 4,Gold,SWE,Sweden,Athletics,1984
2081,Women,800 m 4,Silver,CAN,Canada,Athletics,1984
2082,Women,800 m 4,Bronze,USA,USA,Athletics,1984
2083,Women,800 m 5,Gold,CAN,Canada,Athletics,1984
2084,Women,800 m 5,Silver,SWE,Sweden,Athletics,1984
2085,Women,800 m 5,Bronze,MEX,Mexico,Athletics,1984
2086,Women,1500 m B1,Gold,AUT,Austria,Athletics,1984
2087,Women,1500 m B1,Silver,CAN,Canada,Athletics,1984
2088,Women,1500 m B1,Bronze,FRG,Germany,Athletics,1984
2089,Women,1500 m B2,Gold,CAN,Canada,Athletics,1984
2090,Women,1500 m B2,Silver,IRL,Ireland,Athletics,1984
2091,Women,1500 m B2,Bronze,POL,Poland,Athletics,1984
2092,Women,1500 m B3,Gold,POL,Poland,Athletics,1984
2093,Women,1500 m B3,Silver,CAN,Canada,Athletics,1984
2094,Women,1500 m B3,Bronze,USA,USA,Athletics,1984
2095,Women,1500 m 2,Gold,DEN,Denmark,Athletics,1984
2096,Women,1500 m 2,Silver,USA,USA,Athletics,1984
2097,Women,1500 m 2,Bronze,USA,USA,Athletics,1984
2098,Women,1500 m 3,Gold,HKG,China,Athletics,1984
2099,Women,1500 m 3,Silver,FRG,Germany,Athletics,1984
2100,Women,1500 m 3,Bronze,HKG,China,Athletics,1984
2101,Women,1500 m 4,Gold,SWE,Sweden,Athletics,1984
2102,Women,1500 m 4,Silver,DEN,Denmark,Athletics,1984
2103,Women,1500 m 4,Bronze,USA,USA,Athletics,1984
2104,Women,1500 m 5,Gold,CAN,Canada,Athletics,1984
2105,Women,1500 m 5,Silver,SWE,Sweden,Athletics,1984
2106,Women,1500 m 5,Bronze,MEX,Mexico,Athletics,1984
2107,Women,3000 m B1,Gold,CAN,Canada,Athletics,1984
2108,Women,3000 m B1,Silver,AUT,Austria,Athletics,1984
2109,Women,3000 m B1,Bronze,AUS,Australia,Athletics,1984
2110,Women,3000 m B2,Gold,CAN,Canada,Athletics,1984
2111,Women,3000 m B2,Silver,POL,Poland,Athletics,1984
2112,Women,3000 m B2,Bronze,USA,USA,Athletics,1984
2113,Women,3000 m B3,Gold,CAN,Canada,Athletics,1984
2114,Women,3000 m B3,Silver,POL,Poland,Athletics,1984
2115,Women,3000 m B3,Bronze,CAN,Canada,Athletics,1984
2116,Women,5000 m 2,Gold,DEN,Denmark,Athletics,1984
2117,Women,5000 m 2,Silver,USA,USA,Athletics,1984
2118,Women,5000 m 2,Bronze,USA,USA,Athletics,1984
2119,Women,5000 m 3,Gold,FRG,Germany,Athletics,1984
2120,Women,5000 m 3,Silver,HKG,China,Athletics,1984
2121,Women,5000 m 3,Bronze,HKG,China,Athletics,1984
2122,Women,5000 m 4,Gold,USA,USA,Athletics,1984
2123,Women,5000 m 4,Silver,DEN,Denmark,Athletics,1984
2124,Women,5000 m 4,Bronze,AUS,Australia,Athletics,1984
2125,Women,5000 m 5,Gold,CAN,Canada,Athletics,1984
2126,Women,5000 m 5,Silver,MEX,Mexico,Athletics,1984
2127,Women,5000 m 5,Bronze,HKG,China,Athletics,1984
2128,Women,Marathon 2,Gold,USA,USA,Athletics,1984
2129,Women,Marathon 2,Silver,NZL,New Zealand,Athletics,1984
2130,Women,Marathon 2,Bronze,MEX,Mexico,Athletics,1984
2131,Women,Marathon 3,Gold,FRG,Germany,Athletics,1984
2132,Women,Marathon 3,Silver,AUS,Australia,Athletics,1984
2133,Women,Marathon 3,Bronze,GBR,UK,Athletics,1984
2134,Women,Marathon 4,Gold,AUS,Australia,Athletics,1984
2135,Women,Marathon 4,Silver,IRL,Ireland,Athletics,1984
2136,Women,Marathon 4,Bronze,USA,USA,Athletics,1984
2137,Women,Marathon 5,Gold,MEX,Mexico,Athletics,1984
2138,Women,Marathon 5,Silver,MEX,Mexico,Athletics,1984
2139,Women,Cross Country 1000 m C6,Gold,IRL,Ireland,Athletics,1984
2140,Women,Cross Country 1000 m C6,Silver,BRA,Brazil,Athletics,1984
2141,Women,Cross Country 1000 m C6,Bronze,FRG,Germany,Athletics,1984
2142,Women,Cross Country 1000 m C7,Gold,USA,USA,Athletics,1984
2143,Women,Cross Country 1000 m C7,Silver,FRG,Germany,Athletics,1984
2144,Women,Cross Country 1000 m C7,Bronze,POR,Portugal,Athletics,1984
2145,Women,Cross Country 1000 m C8,Gold,GBR,UK,Athletics,1984
2146,Women,Cross Country 1000 m C8,Silver,USA,USA,Athletics,1984
2147,Women,Cross Country 1000 m C8,Bronze,USA,USA,Athletics,1984
2148,Women,Slalom 1B,Gold,USA,USA,Athletics,1984
2149,Women,Slalom 1B,Silver,BRA,Brazil,Athletics,1984
2150,Women,Slalom 1B,Bronze,IRL,Ireland,Athletics,1984
2151,Women,Slalom 1C,Gold,CAN,Canada,Athletics,1984
2152,Women,Slalom 1C,Silver,BRA,Brazil,Athletics,1984
2153,Women,Slalom 1C,Bronze,MEX,Mexico,Athletics,1984
2154,Women,Slalom C1,Gold,USA,USA,Athletics,1984
2155,Women,Slalom C1,Silver,AUS,Australia,Athletics,1984
2156,Women,Slalom C1,Bronze,IRL,Ireland,Athletics,1984
2157,Women,Slalom C2,Gold,USA,USA,Athletics,1984
2158,Women,Slalom C2,Silver,GBR,UK,Athletics,1984
2159,Women,Slalom C2,Bronze,FRG,Germany,Athletics,1984
2160,Women,Slalom C3,Gold,GBR,UK,Athletics,1984
2161,Women,Slalom C3,Silver,GBR,UK,Athletics,1984
2162,Women,Slalom C3,Bronze,IRL,Ireland,Athletics,1984
2163,Women,Slalom C4,Gold,GBR,UK,Athletics,1984
2164,Women,Slalom C4,Silver,USA,USA,Athletics,1984
2165,Women,Slalom C4,Bronze,USA,USA,Athletics,1984
2166,Women,Slalom 2,Gold,NZL,New Zealand,Athletics,1984
2167,Women,Slalom 2,Silver,FRG,Germany,Athletics,1984
2168,Women,Slalom 2,Bronze,KUW,Kuwait,Athletics,1984
2169,Women,Slalom 3,Gold,JPN,Japan,Athletics,1984
2170,Women,Slalom 3,Silver,NZL,New Zealand,Athletics,1984
2171,Women,Slalom 3,Bronze,USA,USA,Athletics,1984
2172,Women,Slalom 4,Gold,JPN,Japan,Athletics,1984
2173,Women,Slalom 4,Silver,JPN,Japan,Athletics,1984
2174,Women,Slalom 4,Bronze,USA,USA,Athletics,1984
2175,Women,Slalom 5,Gold,JPN,Japan,Athletics,1984
2176,Women,Slalom 5,Silver,JPN,Japan,Athletics,1984
2177,Women,Slalom 5,Bronze,SUI,Switzerland,Athletics,1984
2178,Women,Slalom (Leg) C2,Gold,CAN,Canada,Athletics,1984
2179,Women,Slalom (Leg) C2,Silver,GBR,UK,Athletics,1984
2180,Women,Slalom (Leg) C2,Bronze,IRL,Ireland,Athletics,1984
2181,Women,High Jump A6,Gold,FRG,Germany,Athletics,1984
2182,Women,High Jump A6,Silver,USA,USA,Athletics,1984
2183,Women,High Jump B1,Gold,GBR,UK,Athletics,1984
2184,Women,High Jump B1,Silver,NED,Netherlands,Athletics,1984
2185,Women,High Jump B1,Bronze,NED,Netherlands,Athletics,1984
2186,Women,High Jump B2,Gold,USA,USA,Athletics,1984
2187,Women,High Jump B2,Silver,AUS,Australia,Athletics,1984
2188,Women,High Jump B3,Gold,USA,USA,Athletics,1984
2189,Women,High Jump B3,Silver,CHN,China,Athletics,1984
2190,Women,Long Jump A2,Gold,AUS,Australia,Athletics,1984
2191,Women,Long Jump A2,Bronze,CAN,Canada,Athletics,1984
2192,Women,Long Jump A6,Gold,FRG,Germany,Athletics,1984
2193,Women,Long Jump A6,Silver,FIN,Finland,Athletics,1984
2194,Women,Long Jump A6,Bronze,POL,Poland,Athletics,1984
2195,Women,Long Jump B1,Gold,NED,Netherlands,Athletics,1984
2196,Women,Long Jump B1,Silver,FRG,Germany,Athletics,1984
2197,Women,Long Jump B1,Bronze,GBR,UK,Athletics,1984
2198,Women,Long Jump B2,Gold,CHN,China,Athletics,1984
2199,Women,Long Jump B2,Silver,BRA,Brazil,Athletics,1984
2200,Women,Long Jump B2,Bronze,AUS,Australia,Athletics,1984
2201,Women,Long Jump B3,Gold,CHN,China,Athletics,1984
2202,Women,Long Jump B3,Silver,USA,USA,Athletics,1984
2203,Women,Long Jump B3,Bronze,NOR,Norway,Athletics,1984
2204,Women,Long Jump C7,Gold,FRG,Germany,Athletics,1984
2205,Women,Long Jump C7,Silver,FRA,France,Athletics,1984
2206,Women,Long Jump C7,Bronze,CAN,Canada,Athletics,1984
2207,Women,Long Jump C8,Gold,JPN,Japan,Athletics,1984
2208,Women,Shot Put 1A,Gold,BRA,Brazil,Athletics,1984
2209,Women,Shot Put 1A,Silver,JOR,Jordan,Athletics,1984
2210,Women,Shot Put 1B,Gold,IRL,Ireland,Athletics,1984
2211,Women,Shot Put 1B,Silver,GBR,UK,Athletics,1984
2212,Women,Shot Put 1B,Bronze,GBR,UK,Athletics,1984
2213,Women,Shot Put 1C,Gold,BRA,Brazil,Athletics,1984
2214,Women,Shot Put 1C,Silver,CAN,Canada,Athletics,1984
2215,Women,Shot Put 1C,Bronze,MEX,Mexico,Athletics,1984
2216,Women,Shot Put A1,Gold,GBR,UK,Athletics,1984
2217,Women,Shot Put A1,Silver,POL,Poland,Athletics,1984
2218,Women,Shot Put A1,Bronze,EGY,Egypt,Athletics,1984
2219,Women,Shot Put A2,Gold,CAN,Canada,Athletics,1984
2220,Women,Shot Put A2,Silver,AUS,Australia,Athletics,1984
2221,Women,Shot Put A2,Bronze,AUS,Australia,Athletics,1984
2222,Women,Shot Put A4,Gold,USA,USA,Athletics,1984
2223,Women,Shot Put A4,Silver,FIN,Finland,Athletics,1984
2224,Women,Shot Put A6,Gold,POL,Poland,Athletics,1984
2225,Women,Shot Put A6,Silver,GBR,UK,Athletics,1984
2226,Women,Shot Put B1,Gold,NED,Netherlands,Athletics,1984
2227,Women,Shot Put B1,Silver,FRG,Germany,Athletics,1984
2228,Women,Shot Put B1,Bronze,FRG,Germany,Athletics,1984
2229,Women,Shot Put B2,Gold,USA,USA,Athletics,1984
2230,Women,Shot Put B2,Silver,GBR,UK,Athletics,1984
2231,Women,Shot Put B2,Bronze,AUT,Austria,Athletics,1984
2232,Women,Shot Put B3,Gold,FIN,Finland,Athletics,1984
2233,Women,Shot Put B3,Silver,SWE,Sweden,Athletics,1984
2234,Women,Shot Put B3,Bronze,NOR,Norway,Athletics,1984
2235,Women,Shot Put C2,Gold,GBR,UK,Athletics,1984
2236,Women,Shot Put C2,Silver,GBR,UK,Athletics,1984
2237,Women,Shot Put C2,Bronze,IRL,Ireland,Athletics,1984
2238,Women,Shot Put C3,Gold,GBR,UK,Athletics,1984
2239,Women,Shot Put C3,Silver,MEX,Mexico,Athletics,1984
2240,Women,Shot Put C3,Bronze,IRL,Ireland,Athletics,1984
2241,Women,Shot Put C4,Gold,NED,Netherlands,Athletics,1984
2242,Women,Shot Put C4,Silver,GBR,UK,Athletics,1984
2243,Women,Shot Put C4,Bronze,GBR,UK,Athletics,1984
2244,Women,Shot Put C5,Gold,NZL,New Zealand,Athletics,1984
2245,Women,Shot Put C5,Silver,GBR,UK,Athletics,1984
2246,Women,Shot Put C5,Bronze,CAN,Canada,Athletics,1984
2247,Women,Shot Put C6,Gold,IRL,Ireland,Athletics,1984
2248,Women,Shot Put C6,Silver,GBR,UK,Athletics,1984
2249,Women,Shot Put C6,Bronze,NOR,Norway,Athletics,1984
2250,Women,Shot Put C7,Gold,CAN,Canada,Athletics,1984
2251,Women,Shot Put C7,Silver,NOR,Norway,Athletics,1984
2252,Women,Shot Put C7,Bronze,NED,Netherlands,Athletics,1984
2253,Women,Shot Put C8,Gold,USA,USA,Athletics,1984
2254,Women,Shot Put C8,Silver,NED,Netherlands,Athletics,1984
2255,Women,Shot Put C8,Bronze,USA,USA,Athletics,1984
2256,Women,Shot Put L2,Gold,GBR,UK,Athletics,1984
2257,Women,Shot Put L2,Silver,GBR,UK,Athletics,1984
2258,Women,Shot Put L2,Bronze,USA,USA,Athletics,1984
2259,Women,Shot Put L3,Gold,GBR,UK,Athletics,1984
2260,Women,Shot Put L3,Silver,USA,USA,Athletics,1984
2261,Women,Shot Put L5,Gold,TTO,Trinidad,Athletics,1984
2262,Women,Shot Put L5,Silver,HUN,Hungary,Athletics,1984
2263,Women,Shot Put L5,Bronze,FIN,Finland,Athletics,1984
2264,Women,Shot Put 2,Gold,BEL,Belgium,Athletics,1984
2265,Women,Shot Put 2,Silver,KUW,Kuwait,Athletics,1984
2266,Women,Shot Put 2,Bronze,IRL,Ireland,Athletics,1984
2267,Women,Shot Put 3,Gold,GBR,UK,Athletics,1984
2268,Women,Shot Put 3,Silver,YUG,Serbia,Athletics,1984
2269,Women,Shot Put 3,Bronze,FRG,Germany,Athletics,1984
2270,Women,Shot Put 4,Gold,FRG,Germany,Athletics,1984
2271,Women,Shot Put 4,Silver,POL,Poland,Athletics,1984
2272,Women,Shot Put 4,Bronze,YUG,Serbia,Athletics,1984
2273,Women,Shot Put 5,Gold,FRG,Germany,Athletics,1984
2274,Women,Shot Put 5,Silver,ISR,Israel,Athletics,1984
2275,Women,Shot Put 5,Bronze,FRA,France,Athletics,1984
2276,Women,Discus Throw 1B,Gold,CAN,Canada,Athletics,1984
2277,Women,Discus Throw 1B,Silver,GBR,UK,Athletics,1984
2278,Women,Discus Throw 1B,Bronze,IRL,Ireland,Athletics,1984
2279,Women,Discus Throw 1C,Gold,MEX,Mexico,Athletics,1984
2280,Women,Discus Throw 1C,Silver,BRA,Brazil,Athletics,1984
2281,Women,Discus Throw A1,Gold,POL,Poland,Athletics,1984
2282,Women,Discus Throw A1,Silver,GBR,UK,Athletics,1984
2283,Women,Discus Throw A1,Bronze,EGY,Egypt,Athletics,1984
2284,Women,Discus Throw A2,Gold,CAN,Canada,Athletics,1984
2285,Women,Discus Throw A2,Silver,AUS,Australia,Athletics,1984
2286,Women,Discus Throw A2,Bronze,AUS,Australia,Athletics,1984
2287,Women,Discus Throw A4,Gold,USA,USA,Athletics,1984
2288,Women,Discus Throw A4,Silver,FIN,Finland,Athletics,1984
2289,Women,Discus Throw A6,Gold,GBR,UK,Athletics,1984
2290,Women,Discus Throw A6,Silver,POL,Poland,Athletics,1984
2291,Women,Discus Throw A6,Bronze,CHN,China,Athletics,1984
2292,Women,Discus Throw B1,Gold,FRG,Germany,Athletics,1984
2293,Women,Discus Throw B1,Silver,GDR,Germany,Athletics,1984
2294,Women,Discus Throw B1,Bronze,EGY,Egypt,Athletics,1984
2295,Women,Discus Throw B2,Gold,USA,USA,Athletics,1984
2296,Women,Discus Throw B2,Silver,GBR,UK,Athletics,1984
2297,Women,Discus Throw B2,Bronze,AUT,Austria,Athletics,1984
2298,Women,Discus Throw C3,Gold,USA,USA,Athletics,1984
2299,Women,Discus Throw C3,Silver,USA,USA,Athletics,1984
2300,Women,Discus Throw C3,Bronze,GBR,UK,Athletics,1984
2301,Women,Discus Throw C4,Gold,NED,Netherlands,Athletics,1984
2302,Women,Discus Throw C4,Silver,USA,USA,Athletics,1984
2303,Women,Discus Throw C4,Bronze,GBR,UK,Athletics,1984
2304,Women,Discus Throw C5,Gold,NZL,New Zealand,Athletics,1984
2305,Women,Discus Throw C5,Silver,GBR,UK,Athletics,1984
2306,Women,Discus Throw C5,Bronze,CAN,Canada,Athletics,1984
2307,Women,Discus Throw C6,Gold,GBR,UK,Athletics,1984
2308,Women,Discus Throw C6,Silver,NOR,Norway,Athletics,1984
2309,Women,Discus Throw C6,Bronze,USA,USA,Athletics,1984
2310,Women,Discus Throw C7,Gold,SUI,Switzerland,Athletics,1984
2311,Women,Discus Throw C7,Silver,NED,Netherlands,Athletics,1984
2312,Women,Discus Throw C7,Bronze,CAN,Canada,Athletics,1984
2313,Women,Discus Throw C8,Gold,USA,USA,Athletics,1984
